isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS
0,bear,the,the,8,DT,IN,NN,NNS,","
0,bear,stars,star,9,NNS,DT,IN,",",DT
0,bear,",",",",10,",",NNS,DT,DT,NN
0,bear,the,the,11,DT,",",NNS,NN,IN
0,bear,song,song,12,NN,DT,",",IN,DT
0,bear,of,of,13,IN,NN,DT,DT,NN
0,bear,the,the,14,DT,IN,NN,NN,","
0,bear,pulley,pulley,15,NN,DT,IN,",",DT
0,bear,",",",",16,",",NN,DT,DT,NN
0,bear,the,the,17,DT,",",NN,NN,IN
0,bear,effort,effort,18,NN,DT,",",IN,PRP$
0,bear,of,of,19,IN,NN,DT,PRP$,NNS
0,bear,my,my,20,PRP$,IN,NN,NNS,.
0,bear,arms,arm,21,NNS,PRP$,IN,.,XXXX
0,bear,.,.,22,.,NNS,PRP$,XXXX,XXXX
0,good,It,it,0,PRP,XXXX,XXXX,VBD,JJ
0,good,was,be,1,VBD,PRP,XXXX,JJ,IN
1,good,good,good,2,JJ,VBD,PRP,IN,DT
0,good,for,for,3,IN,JJ,VBD,DT,NN
0,good,the,the,4,DT,IN,JJ,NN,","
0,good,heart,heart,5,NN,DT,IN,",",IN
0,good,",",",",6,",",NN,DT,IN,DT
0,good,like,like,7,IN,",",NN,DT,JJ
0,good,a,a,8,DT,IN,",",JJ,.
0,good,present,present,9,JJ,DT,IN,.,XXXX
0,good,.,.,10,.,JJ,DT,XXXX,XXXX
0,makeup,When,when,0,WRB,XXXX,XXXX,PRP,VBD
0,makeup,I,i,1,PRP,WRB,XXXX,VBD,DT
0,makeup,was,be,2,VBD,PRP,WRB,DT,JJ
0,makeup,a,a,3,DT,VBD,PRP,JJ,NN
0,makeup,little,little,4,JJ,DT,VBD,NN,","
0,makeup,boy,boy,5,NN,JJ,DT,",",DT
0,makeup,",",",",6,",",NN,JJ,DT,NNS
0,makeup,the,the,7,DT,",",NN,NNS,IN
0,makeup,lights,light,8,NNS,DT,",",IN,DT
0,makeup,of,of,9,IN,NNS,DT,DT,NNP
0,makeup,the,the,10,DT,IN,NNS,NNP,NN
0,makeup,Christmas,christmas,11,NNP,DT,IN,NN,","
0,makeup,tree,tree,12,NN,NNP,DT,",",DT
0,makeup,",",",",13,",",NN,NNP,DT,NN
0,makeup,the,the,14,DT,",",NN,NN,IN
0,makeup,music,music,15,NN,DT,",",IN,DT
0,makeup,of,of,16,IN,NN,DT,DT,NNP
0,makeup,the,the,17,DT,IN,NN,NNP,NNP
0,makeup,Midnight,midnight,18,NNP,DT,IN,NNP,","
0,makeup,Mass,mass,19,NNP,NNP,DT,",",DT
0,makeup,",",",",20,",",NNP,NNP,DT,NN
0,makeup,the,the,21,DT,",",NNP,NN,IN
0,makeup,tenderness,tenderness,22,NN,DT,",",IN,VBG
0,makeup,of,of,23,IN,NN,DT,VBG,VBZ
0,makeup,smiling,smile,24,VBG,IN,NN,VBZ,","
0,makeup,faces,face,25,VBZ,VBG,IN,",",VBD
0,makeup,",",",",26,",",VBZ,VBG,VBD,TO
0,makeup,used,use,27,VBD,",",VBZ,TO,VB
0,makeup,to,to,28,TO,VBD,",",VB,RP
0,makeup,make,make,29,VB,TO,VBD,RP,","
0,makeup,up,up,30,RP,VB,TO,",",RB
0,makeup,",",",",31,",",RP,VB,RB,","
0,makeup,so,so,32,RB,",",RP,",",DT
0,makeup,",",",",33,",",RB,",",DT,NN
0,makeup,the,the,34,DT,",",RB,NN,IN
0,makeup,radiance,radiance,35,NN,DT,",",IN,DT
0,makeup,of,of,36,IN,NN,DT,DT,NNS
0,makeup,the,the,37,DT,IN,NN,NNS,PRP
0,makeup,gifts,gift,38,NNS,DT,IN,PRP,VBD
0,makeup,I,i,39,PRP,NNS,DT,VBD,.
0,makeup,received,receive,40,VBD,PRP,NNS,.,XXXX
0,makeup,.,.,41,.,VBD,PRP,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,DT,NNS
0,say,The,the,1,DT,``,XXXX,NNS,WRB
0,say,men,men,2,NNS,DT,``,WRB,PRP
0,say,where,where,3,WRB,NNS,DT,PRP,VBP
0,say,you,you,4,PRP,WRB,NNS,VBP,","
0,say,live,live,5,VBP,PRP,WRB,",",``
0,say,",",",",6,",",VBP,PRP,``,VBD
0,say,``,``,7,``,",",VBP,VBD,DT
1,say,said,say,8,VBD,``,",",DT,JJ
0,say,the,the,9,DT,VBD,``,JJ,NN
0,say,little,little,10,JJ,DT,VBD,NN,","
0,say,prince,prince,11,NN,JJ,DT,",",``
0,say,",",",",12,",",NN,JJ,``,VB
0,say,``,``,13,``,",",NN,VB,CD
0,say,raise,raise,14,VB,``,",",CD,JJ
0,say,five,five,15,CD,VB,``,JJ,NNS
0,say,thousand,thousand,16,JJ,CD,VB,NNS,IN
0,say,roses,rose,17,NNS,JJ,CD,IN,DT
0,say,in,in,18,IN,NNS,JJ,DT,JJ
0,say,the,the,19,DT,IN,NNS,JJ,NN
0,say,same,same,20,JJ,DT,IN,NN,:
0,say,garden,garden,21,NN,JJ,DT,:,:
0,say,-,-,22,:,NN,JJ,:,CC
0,say,-,-,23,:,:,NN,CC,PRP
0,say,and,and,24,CC,:,:,PRP,VBP
0,say,they,they,25,PRP,CC,:,VBP,RB
0,say,do,do,26,VBP,PRP,CC,RB,VB
0,say,not,not,27,RB,VBP,PRP,VB,IN
0,say,find,find,28,VB,RB,VBP,IN,PRP
0,say,in,in,29,IN,VB,RB,PRP,WP
0,say,it,it,30,PRP,IN,VB,WP,PRP
0,say,what,what,31,WP,PRP,IN,PRP,VBP
0,say,they,they,32,PRP,WP,PRP,VBP,VBG
0,say,are,be,33,VBP,PRP,WP,VBG,IN
0,say,looking,look,34,VBG,VBP,PRP,IN,.
0,say,for,for,35,IN,VBG,VBP,.,``
0,say,.,.,36,.,IN,VBG,``,XXXX
0,say,``,``,37,``,.,IN,XXXX,XXXX
0,find,``,``,0,``,XXXX,XXXX,PRP,VBP
0,find,They,they,1,PRP,``,XXXX,VBP,RB
0,find,do,do,2,VBP,PRP,``,RB,VB
0,find,not,not,3,RB,VBP,PRP,VB,PRP
1,find,find,find,4,VB,RB,VBP,PRP,","
0,find,it,it,5,PRP,VB,RB,",",``
0,find,",",",",6,",",PRP,VB,``,XXXX
0,find,``,``,7,``,",",PRP,XXXX,XXXX
0,reply,I,i,0,PRP,XXXX,XXXX,VBD,.
1,reply,replied,reply,1,VBD,PRP,XXXX,.,XXXX
0,reply,.,.,2,.,VBD,PRP,XXXX,XXXX
0,contrast,``,``,0,``,XXXX,XXXX,CC,RB
0,contrast,And,and,1,CC,``,XXXX,RB,WP
0,contrast,yet,yet,2,RB,CC,``,WP,PRP
0,contrast,what,what,3,WP,RB,CC,PRP,VBP
0,contrast,they,they,4,PRP,WP,RB,VBP,VBG
0,contrast,are,be,5,VBP,PRP,WP,VBG,IN
0,contrast,looking,look,6,VBG,VBP,PRP,IN,MD
0,contrast,for,for,7,IN,VBG,VBP,MD,VB
0,contrast,could,could,8,MD,IN,VBG,VB,VBN
0,contrast,be,be,9,VB,MD,IN,VBN,IN
0,contrast,found,found,10,VBN,VB,MD,IN,CD
0,contrast,in,in,11,IN,VBN,VB,CD,JJ
0,contrast,one,one,12,CD,IN,VBN,JJ,VBD
0,contrast,single,single,13,JJ,CD,IN,VBD,","
0,contrast,rose,rise,14,VBD,JJ,CD,",",CC
0,contrast,",",",",15,",",VBD,JJ,CC,IN
0,contrast,or,or,16,CC,",",VBD,IN,DT
0,contrast,in,in,17,IN,CC,",",DT,JJ
0,contrast,a,a,18,DT,IN,CC,JJ,NN
0,contrast,little,little,19,JJ,DT,IN,NN,.
0,contrast,water,water,20,NN,JJ,DT,.,``
0,contrast,.,.,21,.,NN,JJ,``,XXXX
0,contrast,``,``,22,``,.,NN,XXXX,XXXX
0,true,``,``,0,``,XXXX,XXXX,UH,","
0,true,Yes,yes,1,UH,``,XXXX,",",DT
0,true,",",",",2,",",UH,``,DT,VBZ
0,true,that,that,3,DT,",",UH,VBZ,JJ
0,true,is,be,4,VBZ,DT,",",JJ,","
1,true,true,true,5,JJ,VBZ,DT,",",``
0,true,",",",",6,",",JJ,VBZ,``,XXXX
0,true,``,``,7,``,",",JJ,XXXX,XXXX
0,say,I,i,0,PRP,XXXX,XXXX,VBD,.
1,say,said,say,1,VBD,PRP,XXXX,.,XXXX
0,say,.,.,2,.,VBD,PRP,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,DT,JJ
0,and,the,the,1,DT,CC,XXXX,JJ,NN
0,and,little,little,2,JJ,DT,CC,NN,VBD
0,and,prince,prince,3,NN,JJ,DT,VBD,:
0,and,added,add,4,VBD,NN,JJ,:,``
0,and,:,:,5,:,VBD,NN,``,CC
0,and,``,``,6,``,:,VBD,CC,DT
0,and,But,but,7,CC,``,:,DT,NNS
0,and,the,the,8,DT,CC,``,NNS,VBP
0,and,eyes,eye,9,NNS,DT,CC,VBP,RB
0,and,are,be,10,VBP,NNS,DT,RB,.
0,and,blind,blind,11,RB,VBP,NNS,.,XXXX
0,and,.,.,12,.,RB,VBP,XXXX,XXXX
0,recommend,One,one,0,CD,XXXX,XXXX,MD,VB
0,recommend,must,must,1,MD,CD,XXXX,VB,IN
0,recommend,look,look,2,VB,MD,CD,IN,DT
0,recommend,with,with,3,IN,VB,MD,DT,NN
0,recommend,the,the,4,DT,IN,VB,NN,:
0,recommend,heart,heart,5,NN,DT,IN,:,``
0,recommend,...,...,6,:,NN,DT,``,XXXX
0,recommend,``,``,7,``,:,NN,XXXX,XXXX
0,drink,I,i,0,PRP,XXXX,XXXX,VBD,VBN
0,drink,had,have,1,VBD,PRP,XXXX,VBN,DT
0,drink,drunk,drunk,2,VBN,VBD,PRP,DT,NN
0,drink,the,the,3,DT,VBN,VBD,NN,.
0,drink,water,water,4,NN,DT,VBN,.,XXXX
0,drink,.,.,5,.,NN,DT,XXXX,XXXX
0,breathe,I,i,0,PRP,XXXX,XXXX,VBD,RB
1,breathe,breathed,breathe,1,VBD,PRP,XXXX,RB,.
0,breathe,easily,easily,2,RB,VBD,PRP,.,XXXX
0,breathe,.,.,3,.,RB,VBD,XXXX,XXXX
0,resemble,At,at,0,IN,XXXX,XXXX,PDT,DT
0,resemble,sunrise,sunrise,1,PDT,IN,XXXX,DT,NN
0,resemble,the,the,2,DT,PDT,IN,NN,VBZ
0,resemble,sand,sand,3,NN,DT,PDT,VBZ,DT
0,resemble,is,be,4,VBZ,NN,DT,DT,NN
0,resemble,the,the,5,DT,VBZ,NN,NN,IN
0,resemble,color,color,6,NN,DT,VBZ,IN,NN
0,resemble,of,of,7,IN,NN,DT,NN,.
0,resemble,honey,honey,8,NN,IN,NN,.,XXXX
0,resemble,.,.,9,.,NN,IN,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,DT,NN
0,and,that,that,1,DT,CC,XXXX,NN,NN
0,and,honey,honey,2,NN,DT,CC,NN,VBD
0,and,color,color,3,NN,NN,DT,VBD,VBG
0,and,was,be,4,VBD,NN,NN,VBG,PRP
0,and,making,make,5,VBG,VBD,NN,PRP,JJ
0,and,me,me,6,PRP,VBG,VBD,JJ,","
0,and,happy,happy,7,JJ,PRP,VBG,",",RB
0,and,",",",",8,",",JJ,PRP,RB,.
0,and,too,too,9,RB,",",JJ,.,XXXX
0,and,.,.,10,.,RB,",",XXXX,XXXX
0,bring,What,what,0,WP,XXXX,XXXX,VBD,PRP
0,bring,brought,brought,1,VBD,WP,XXXX,PRP,","
0,bring,me,me,2,PRP,VBD,WP,",",RB
0,bring,",",",",3,",",PRP,VBD,RB,","
0,bring,then,then,4,RB,",",PRP,",",DT
0,bring,",",",",5,",",RB,",",DT,NN
0,bring,this,this,6,DT,",",RB,NN,IN
0,bring,sense,sense,7,NN,DT,",",IN,NN
0,bring,of,of,8,IN,NN,DT,NN,.
0,bring,grief,grief,9,NN,IN,NN,.,XXXX
0,bring,?,?,10,.,NN,IN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,MD
0,say,You,you,1,PRP,``,XXXX,MD,VB
0,say,must,must,2,MD,PRP,``,VB,PRP$
0,say,keep,keep,3,VB,MD,PRP,PRP$,NN
0,say,your,your,4,PRP$,VB,MD,NN,","
0,say,promise,promise,5,NN,PRP$,VB,",",``
0,say,",",",",6,",",NN,PRP$,``,VBD
0,say,``,``,7,``,",",NN,VBD,DT
1,say,said,say,8,VBD,``,",",DT,JJ
0,say,the,the,9,DT,VBD,``,JJ,NN
0,say,little,little,10,JJ,DT,VBD,NN,","
0,say,prince,prince,11,NN,JJ,DT,",",RB
0,say,",",",",12,",",NN,JJ,RB,","
0,say,softly,softly,13,RB,",",NN,",",IN
0,say,",",",",14,",",RB,",",IN,PRP
0,say,as,a,15,IN,",",RB,PRP,VBD
0,say,he,he,16,PRP,IN,",",VBD,RP
0,say,sat,sat,17,VBD,PRP,IN,RP,IN
0,say,down,down,18,RP,VBD,PRP,IN,PRP
0,say,beside,beside,19,IN,RP,VBD,PRP,RB
0,say,me,me,20,PRP,IN,RP,RB,RBR
0,say,once,once,21,RB,PRP,IN,RBR,.
0,say,more,more,22,RBR,RB,PRP,.,XXXX
0,say,.,.,23,.,RBR,RB,XXXX,XXXX
0,thing,``,``,0,``,XXXX,XXXX,WP,VB
0,thing,What,what,1,WP,``,XXXX,VB,.
0,thing,promise,promise,2,VB,WP,``,.,``
0,thing,?,?,3,.,VB,WP,``,XXXX
0,thing,``,``,4,``,.,VB,XXXX,XXXX
0,thing,``,``,0,``,XXXX,XXXX,PRP,VBP
0,thing,You,you,1,PRP,``,XXXX,VBP,:
0,thing,know,know,2,VBP,PRP,``,:,:
0,thing,-,-,3,:,VBP,PRP,:,DT
0,thing,-,-,4,:,:,VBP,DT,NN
0,thing,a,a,5,DT,:,:,NN,IN
0,thing,muzzle,muzzle,6,NN,DT,:,IN,PRP$
0,thing,for,for,7,IN,NN,DT,PRP$,NN
0,thing,my,my,8,PRP$,IN,NN,NN,:
0,thing,sheep,sheep,9,NN,PRP$,IN,:,XXXX
0,thing,...,...,10,:,NN,PRP$,XXXX,XXXX
0,responsible,I,i,0,PRP,XXXX,XXXX,VBP,JJ
0,responsible,am,be,1,VBP,PRP,XXXX,JJ,IN
1,responsible,responsible,responsible,2,JJ,VBP,PRP,IN,DT
0,responsible,for,for,3,IN,JJ,VBP,DT,NN
0,responsible,this,this,4,DT,IN,JJ,NN,:
0,responsible,flower,flower,5,NN,DT,IN,:,``
0,responsible,...,...,6,:,NN,DT,``,XXXX
0,responsible,``,``,7,``,:,NN,XXXX,XXXX
0,take,I,i,0,PRP,XXXX,XXXX,VBD,PRP$
1,take,took,take,1,VBD,PRP,XXXX,PRP$,JJ
0,take,my,my,2,PRP$,VBD,PRP,JJ,NNS
0,take,rough,rough,3,JJ,PRP$,VBD,NNS,IN
0,take,drafts,draft,4,NNS,JJ,PRP$,IN,NNS
0,take,of,of,5,IN,NNS,JJ,NNS,IN
0,take,drawings,drawing,6,NNS,IN,NNS,IN,IN
0,take,out,out,7,IN,NNS,IN,IN,PRP$
0,take,of,of,8,IN,IN,NNS,PRP$,NN
0,take,my,my,9,PRP$,IN,IN,NN,.
0,take,pocket,pocket,10,NN,PRP$,IN,.,XXXX
0,take,.,.,11,.,NN,PRP$,XXXX,XXXX
0,and,The,the,0,DT,XXXX,XXXX,JJ,NN
0,and,little,little,1,JJ,DT,XXXX,NN,VBD
0,and,prince,prince,2,NN,JJ,DT,VBD,PRP
0,and,looked,look,3,VBD,NN,JJ,PRP,RP
0,and,them,them,4,PRP,VBD,NN,RP,","
0,and,over,over,5,RP,PRP,VBD,",",CC
0,and,",",",",6,",",RP,PRP,CC,VBD
1,and,and,and,7,CC,",",RP,VBD,IN
0,and,laughed,laugh,8,VBD,CC,",",IN,PRP
0,and,as,a,9,IN,VBD,CC,PRP,VBD
0,and,he,he,10,PRP,IN,VBD,VBD,:
0,and,said,say,11,VBD,PRP,IN,:,``
0,and,:,:,12,:,VBD,PRP,``,PRP$
0,and,``,``,13,``,:,VBD,PRP$,NN
0,and,Your,your,14,PRP$,``,:,NN,:
0,and,baobabs,baobab,15,NN,PRP$,``,:,:
0,and,-,-,16,:,NN,PRP$,:,PRP
0,and,-,-,17,:,:,NN,PRP,VBP
0,and,they,they,18,PRP,:,:,VBP,DT
0,and,look,look,19,VBP,PRP,:,DT,JJ
0,and,a,a,20,DT,VBP,PRP,JJ,JJ
0,and,little,little,21,JJ,DT,VBP,JJ,NNS
0,and,like,like,22,JJ,JJ,DT,NNS,.
0,and,cabbages,cabbage,23,NNS,JJ,JJ,.,``
0,and,.,.,24,.,NNS,JJ,``,XXXX
0,and,``,``,25,``,.,NNS,XXXX,XXXX
0,oh,``,``,0,``,XXXX,XXXX,UH,.
1,oh,Oh,oh,1,UH,``,XXXX,.,``
0,oh,!,!,2,.,UH,``,``,XXXX
0,oh,``,``,3,``,.,UH,XXXX,XXXX
0,pride,I,i,0,PRP,XXXX,XXXX,VBD,VBN
0,pride,had,have,1,VBD,PRP,XXXX,VBN,RB
0,pride,been,be,2,VBN,VBD,PRP,RB,JJ
0,pride,so,so,3,RB,VBN,VBD,JJ,IN
0,pride,proud,proud,4,JJ,RB,VBN,IN,PRP$
0,pride,of,of,5,IN,JJ,RB,PRP$,NN
0,pride,my,my,6,PRP$,IN,JJ,NN,.
0,pride,baobabs,baobab,7,NN,PRP$,IN,.,XXXX
0,pride,!,!,8,.,NN,PRP$,XXXX,XXXX
0,and,``,``,0,``,XXXX,XXXX,PRP$,NN
0,and,Your,your,1,PRP$,``,XXXX,NN,:
0,and,fox,fox,2,NN,PRP$,``,:,:
0,and,-,-,3,:,NN,PRP$,:,PRP$
0,and,-,-,4,:,:,NN,PRP$,NNS
0,and,his,his,5,PRP$,:,:,NNS,VBP
0,and,ears,ear,6,NNS,PRP$,:,VBP,DT
0,and,look,look,7,VBP,NNS,PRP$,DT,JJ
0,and,a,a,8,DT,VBP,NNS,JJ,IN
0,and,little,little,9,JJ,DT,VBP,IN,NNS
0,and,like,like,10,IN,JJ,DT,NNS,:
0,and,horns,horn,11,NNS,IN,JJ,:,CC
0,and,;,;,12,:,NNS,IN,CC,PRP
1,and,and,and,13,CC,:,NNS,PRP,VBP
0,and,they,they,14,PRP,CC,:,VBP,RB
0,and,are,be,15,VBP,PRP,CC,RB,RB
0,and,too,too,16,RB,VBP,PRP,RB,.
0,and,long,long,17,RB,RB,VBP,.,``
0,and,.,.,18,.,RB,RB,``,XXXX
0,and,``,``,19,``,.,RB,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,he,he,1,PRP,CC,XXXX,VBD,RB
0,and,laughed,laugh,2,VBD,PRP,CC,RB,.
0,and,again,again,3,RB,VBD,PRP,.,XXXX
0,and,.,.,4,.,RB,VBD,XXXX,XXXX
0,fair,``,``,0,``,XXXX,XXXX,PRP,VBP
0,fair,You,you,1,PRP,``,XXXX,VBP,RB
0,fair,are,be,2,VBP,PRP,``,RB,JJ
0,fair,not,not,3,RB,VBP,PRP,JJ,","
1,fair,fair,fair,4,JJ,RB,VBP,",",JJ
0,fair,",",",",5,",",JJ,RB,JJ,NN
0,fair,little,little,6,JJ,",",JJ,NN,","
0,fair,prince,prince,7,NN,JJ,",",",",``
0,fair,",",",",8,",",NN,JJ,``,XXXX
0,fair,``,``,9,``,",",NN,XXXX,XXXX
0,say,I,i,0,PRP,XXXX,XXXX,VBD,.
1,say,said,say,1,VBD,PRP,XXXX,.,XXXX
0,say,.,.,2,.,VBD,PRP,XXXX,XXXX
0,know,``,``,0,``,XXXX,XXXX,PRP,VBP
0,know,I,i,1,PRP,``,XXXX,VBP,RB
0,know,do,do,2,VBP,PRP,``,RB,VB
0,know,n't,n't,3,RB,VBP,PRP,VB,WRB
1,know,know,know,4,VB,RB,VBP,WRB,TO
0,know,how,how,5,WRB,VB,RB,TO,VB
0,know,to,to,6,TO,WRB,VB,VB,NN
0,know,draw,draw,7,VB,TO,WRB,NN,IN
0,know,anything,anything,8,NN,VB,TO,IN,NN
0,know,except,except,9,IN,NN,VB,NN,NNS
0,know,boa,boa,10,NN,IN,NN,NNS,IN
0,know,constrictors,constrictor,11,NNS,NN,IN,IN,DT
0,know,from,from,12,IN,NNS,NN,DT,JJ
0,know,the,the,13,DT,IN,NNS,JJ,CC
0,know,outside,outside,14,JJ,DT,IN,CC,JJ
0,know,and,and,15,CC,JJ,DT,JJ,NNS
0,know,boa,boa,16,JJ,CC,JJ,NNS,IN
0,know,constrictors,constrictor,17,NNS,JJ,CC,IN,DT
0,know,from,from,18,IN,NNS,JJ,DT,NN
0,know,the,the,19,DT,IN,NNS,NN,.
0,know,inside,inside,20,NN,DT,IN,.,``
0,know,.,.,21,.,NN,DT,``,XXXX
0,know,``,``,22,``,.,NN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,UH,","
0,say,Oh,oh,1,UH,``,XXXX,",",WDT
0,say,",",",",2,",",UH,``,WDT,MD
0,say,that,that,3,WDT,",",UH,MD,VB
0,say,will,will,4,MD,WDT,",",VB,DT
0,say,be,be,5,VB,MD,WDT,DT,JJ
0,say,all,all,6,DT,VB,MD,JJ,","
0,say,right,right,7,JJ,DT,VB,",",``
0,say,",",",",8,",",JJ,DT,``,PRP
0,say,``,``,9,``,",",JJ,PRP,VBD
0,say,he,he,10,PRP,``,",",VBD,","
1,say,said,say,11,VBD,PRP,``,",",``
0,say,",",",",12,",",VBD,PRP,``,NNS
0,say,``,``,13,``,",",VBD,NNS,VBP
0,say,children,child,14,NNS,``,",",VBP,.
0,say,understand,understand,15,VBP,NNS,``,.,``
0,say,.,.,16,.,VBP,NNS,``,XXXX
0,say,``,``,17,``,.,VBP,XXXX,XXXX
0,sketch,So,so,0,RB,XXXX,XXXX,RB,PRP
0,sketch,then,then,1,RB,RB,XXXX,PRP,VBD
0,sketch,I,i,2,PRP,RB,RB,VBD,DT
0,sketch,made,make,3,VBD,PRP,RB,DT,JJ
0,sketch,a,a,4,DT,VBD,PRP,JJ,NN
0,sketch,pencil,pencil,5,JJ,DT,VBD,NN,IN
1,sketch,sketch,sketch,6,NN,JJ,DT,IN,DT
0,sketch,of,of,7,IN,NN,JJ,DT,NN
0,sketch,a,a,8,DT,IN,NN,NN,.
0,sketch,muzzle,muzzle,9,NN,DT,IN,.,XXXX
0,sketch,.,.,10,.,NN,DT,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,IN,PRP
0,and,as,a,1,IN,CC,XXXX,PRP,VBD
0,and,I,i,2,PRP,IN,CC,VBD,PRP
0,and,gave,give,3,VBD,PRP,IN,PRP,TO
0,and,it,it,4,PRP,VBD,PRP,TO,PRP
0,and,to,to,5,TO,PRP,VBD,PRP,PRP$
0,and,him,him,6,PRP,TO,PRP,PRP$,NN
0,and,my,my,7,PRP$,PRP,TO,NN,VBD
0,and,heart,heart,8,NN,PRP$,PRP,VBD,VBN
0,and,was,be,9,VBD,NN,PRP$,VBN,.
0,and,torn,torn,10,VBN,VBD,NN,.,XXXX
0,and,.,.,11,.,VBN,VBD,XXXX,XXXX
0,plan,``,``,0,``,XXXX,XXXX,PRP,VBP
0,plan,You,you,1,PRP,``,XXXX,VBP,NNS
0,plan,have,have,2,VBP,PRP,``,NNS,WDT
1,plan,plans,plan,3,NNS,VBP,PRP,WDT,PRP
0,plan,that,that,4,WDT,NNS,VBP,PRP,VBP
0,plan,I,i,5,PRP,WDT,NNS,VBP,RB
0,plan,do,do,6,VBP,PRP,WDT,RB,VB
0,plan,not,not,7,RB,VBP,PRP,VB,RB
0,plan,know,know,8,VB,RB,VBP,RB,","
0,plan,about,about,9,RB,VB,RB,",",``
0,plan,",",",",10,",",RB,VB,``,XXXX
0,plan,``,``,11,``,",",RB,XXXX,XXXX
0,say,I,i,0,PRP,XXXX,XXXX,VBD,.
1,say,said,say,1,VBD,PRP,XXXX,.,XXXX
0,say,.,.,2,.,VBD,PRP,XXXX,XXXX
0,haveconcession,But,but,0,CC,XXXX,XXXX,PRP,VBD
0,haveconcession,he,he,1,PRP,CC,XXXX,VBD,RB
0,haveconcession,did,do,2,VBD,PRP,CC,RB,VB
0,haveconcession,not,not,3,RB,VBD,PRP,VB,PRP
0,haveconcession,answer,answer,4,VB,RB,VBD,PRP,.
0,haveconcession,me,me,5,PRP,VB,RB,.,XXXX
0,haveconcession,.,.,6,.,PRP,VB,XXXX,XXXX
0,say,He,he,0,PRP,XXXX,XXXX,VBD,TO
1,say,said,say,1,VBD,PRP,XXXX,TO,PRP
0,say,to,to,2,TO,VBD,PRP,PRP,","
0,say,me,me,3,PRP,TO,VBD,",",RB
0,say,",",",",4,",",PRP,TO,RB,:
0,say,instead,instead,5,RB,",",PRP,:,``
0,say,:,:,6,:,RB,",",``,PRP
0,say,``,``,7,``,:,RB,PRP,VBP
0,say,You,you,8,PRP,``,:,VBP,:
0,say,know,know,9,VBP,PRP,``,:,:
0,say,-,-,10,:,VBP,PRP,:,PRP$
0,say,-,-,11,:,:,VBP,PRP$,NN
0,say,my,my,12,PRP$,:,:,NN,TO
0,say,descent,descent,13,NN,PRP$,:,TO,DT
0,say,to,to,14,TO,NN,PRP$,DT,NN
0,say,the,the,15,DT,TO,NN,NN,:
0,say,earth,earth,16,NN,DT,TO,:,XXXX
0,say,...,...,17,:,NN,DT,XXXX,XXXX
0,anniversary,Tomorrow,tomorrow,0,NN,XXXX,XXXX,MD,VB
0,anniversary,will,will,1,MD,NN,XXXX,VB,PRP$
0,anniversary,be,be,2,VB,MD,NN,PRP$,JJ
0,anniversary,its,it,3,PRP$,VB,MD,JJ,.
1,anniversary,anniversary,anniversary,4,JJ,PRP$,VB,.,``
0,anniversary,.,.,5,.,JJ,PRP$,``,XXXX
0,anniversary,``,``,6,``,.,JJ,XXXX,XXXX
0,go,Then,then,0,RB,XXXX,XXXX,",",IN
0,go,",",",",1,",",RB,XXXX,IN,DT
0,go,after,after,2,IN,",",RB,DT,NN
0,go,a,a,3,DT,IN,",",NN,","
0,go,silence,silence,4,NN,DT,IN,",",PRP
0,go,",",",",5,",",NN,DT,PRP,VBD
0,go,he,he,6,PRP,",",NN,VBD,IN
1,go,went,go,7,VBD,PRP,",",IN,:
0,go,on,on,8,IN,VBD,PRP,:,``
0,go,:,:,9,:,IN,VBD,``,PRP
0,go,``,``,10,``,:,IN,PRP,VBD
0,go,I,i,11,PRP,``,:,VBD,RB
0,go,came,come,12,VBD,PRP,``,RB,RB
0,go,down,down,13,RB,VBD,PRP,RB,IN
0,go,very,very,14,RB,RB,VBD,IN,RB
0,go,near,near,15,IN,RB,RB,RB,.
0,go,here,here,16,RB,IN,RB,.,``
0,go,.,.,17,.,RB,IN,``,XXXX
0,go,``,``,18,``,.,RB,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,he,he,1,PRP,CC,XXXX,VBD,.
0,and,flushed,flush,2,VBD,PRP,CC,.,XXXX
0,and,.,.,3,.,VBD,PRP,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,RB,RB
0,and,once,once,1,RB,CC,XXXX,RB,","
0,and,again,again,2,RB,RB,CC,",",IN
0,and,",",",",3,",",RB,RB,IN,VBG
0,and,without,without,4,IN,",",RB,VBG,WRB
0,and,understanding,understand,5,VBG,IN,",",WRB,","
0,and,why,why,6,WRB,VBG,IN,",",PRP
0,and,",",",",7,",",WRB,VBG,PRP,VBD
0,and,I,i,8,PRP,",",WRB,VBD,DT
0,and,had,have,9,VBD,PRP,",",DT,NN
0,and,a,a,10,DT,VBD,PRP,NN,NN
0,and,queer,queer,11,NN,DT,VBD,NN,IN
0,and,sense,sense,12,NN,NN,DT,IN,NN
