isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,provide,BRAF,braf,34,31,15,16,34,11,0
0,provide,<,<,35,34,31,15,11,9,0
0,provide,/i,/i,36,11,34,31,9,11,0
0,provide,>,>,37,9,11,34,11,9,0
0,provide,and,and,38,11,9,11,9,16,0
0,provide,<,<,39,9,11,9,16,11,0
0,provide,i,i,40,16,9,11,11,9,0
0,provide,>,>,41,11,16,9,9,16,0
0,provide,NRAS,nras,42,9,11,16,16,5,0
0,provide,<,<,43,16,9,11,5,40,0
0,provide,/i,/i,44,5,16,9,40,40,0
0,provide,>,>,45,24,40,40,15,31,0
0,provide,mutations,mutation,46,15,24,40,31,9,0
0,provide,.,.,47,31,15,24,9,16,0
0,use,To,to,0,9,31,15,16,11,0
0,use,investigate,investigate,1,16,9,31,11,9,0
0,use,whether,whether,2,11,16,9,9,19,0
0,use,a,a,3,9,11,16,19,11,0
0,use,kinase,kinase,4,19,9,11,11,17,0
0,use,is,be,5,11,19,9,17,17,0
0,use,differentially,differentially,6,17,11,19,17,7,0
0,use,activated,activate,7,17,17,11,7,17,0
0,use,between,between,8,7,17,17,17,5,0
0,use,primary,primary,9,17,7,17,5,40,0
0,use,UM,um,10,5,17,7,40,40,0
0,use,cell,cell,11,33,40,40,34,23,0
0,use,lines,line,12,34,33,40,23,19,0
0,use,and,and,13,23,34,33,19,24,0
0,use,metastatic,metastatic,14,19,23,34,24,4,0
0,use,UM,um,15,24,19,23,4,9,0
0,use,cell,cell,16,4,24,19,9,15,0
0,use,lines,line,17,9,4,24,15,31,0
0,use,",",",",18,15,9,4,31,27,0
0,use,we,we,19,31,15,9,27,29,0
1,use,used,use,20,27,31,15,29,31,0
0,use,peptide-based,peptide-based,21,29,27,31,31,5,0
0,use,tyrosine,tyrosine,22,31,29,27,5,40,0
0,use,kinase,kinase,23,5,31,29,40,40,0
0,use,arrays,array,24,24,40,40,4,9,0
0,use,(,(,25,4,24,40,9,19,0
0,use,<,<,26,9,4,24,19,11,0
0,use,xref,xref,27,19,9,4,11,17,0
0,use,ref-type=,ref-type=,28,11,19,9,17,7,0
0,use,'','',29,17,11,19,7,17,0
0,use,other,other,30,7,17,11,17,15,0
0,use,'','',31,17,7,17,15,31,0
0,use,rid=,rid=,32,15,17,7,31,11,0
0,use,'','',33,31,15,17,11,23,0
0,use,bib18,bib18,34,11,31,15,23,19,0
0,use,'','',35,23,11,31,19,11,0
0,use,>,>,36,19,23,11,11,9,0
0,use,Lemeer,lemeer,37,11,19,23,9,16,0
0,use,<,<,38,9,11,19,16,4,0
0,use,i,i,39,16,9,11,4,7,0
0,use,>,>,40,4,16,9,7,24,0
0,use,et,et,41,7,4,16,24,22,0
0,use,al,al,42,24,7,4,22,24,0
0,use,<,<,43,22,24,7,24,15,0
0,use,/i,/i,44,24,22,24,15,31,0
0,use,>,>,45,15,24,22,31,34,0
0,use,",",",",46,31,15,24,34,24,0
0,use,2007,2007,47,34,31,15,24,11,0
0,use,<,<,48,24,34,31,11,9,0
0,use,/xref,/xref,49,11,24,34,9,19,0
0,use,>,>,50,9,11,24,19,5,0
0,use,),),51,19,9,11,5,40,0
0,use,.,.,52,5,19,9,40,40,0
0,haveconcession,The,the,0,11,40,40,9,15,0
0,haveconcession,UM,um,1,9,11,40,15,31,0
0,haveconcession,cell,cell,2,15,9,11,31,9,0
0,haveconcession,lines,line,3,31,15,9,9,16,0
0,haveconcession,displayed,displayed,4,9,31,15,16,11,0
0,haveconcession,a,a,5,16,9,31,11,9,0
0,haveconcession,high,high,6,11,16,9,9,19,0
0,haveconcession,kinase,kinase,7,9,11,16,19,11,0
0,haveconcession,activity,activity,8,19,9,11,11,17,0
0,haveconcession,",",",",9,11,19,9,17,7,0
0,haveconcession,whereas,whereas,10,17,11,19,7,9,0
0,haveconcession,the,the,11,7,17,11,9,18,0
0,haveconcession,metastatic,metastatic,12,9,7,17,18,6,0
0,haveconcession,UM,um,13,18,9,7,6,24,0
0,haveconcession,cell,cell,14,6,18,9,24,9,0
0,haveconcession,lines,line,15,24,6,18,9,11,0
0,haveconcession,displayed,displayed,16,9,24,6,11,17,0
0,haveconcession,a,a,17,11,9,24,17,7,0
0,haveconcession,low,low,18,17,11,9,7,17,0
0,haveconcession,kinase,kinase,19,7,17,11,17,4,0
0,haveconcession,activity,activity,20,17,7,17,4,24,0
0,haveconcession,",",",",21,4,17,7,24,9,0
0,haveconcession,although,although,22,24,4,17,9,11,0
0,haveconcession,the,the,23,9,24,4,11,17,0
0,haveconcession,same,same,24,11,9,24,17,17,0
0,haveconcession,amount,amount,25,17,11,9,17,6,0
0,haveconcession,of,of,26,17,17,11,6,24,0
0,haveconcession,lysate,lysate,27,6,17,17,24,9,0
0,haveconcession,was,be,28,24,6,17,9,11,0
0,haveconcession,incubated,incubate,29,9,24,6,11,17,0
0,haveconcession,(,(,30,11,9,24,17,17,0
0,haveconcession,<,<,31,17,11,9,17,6,0
0,haveconcession,xref,xref,32,17,17,11,6,24,0
0,haveconcession,ref-type=,ref-type=,33,6,17,17,24,9,0
0,haveconcession,'','',34,24,6,17,9,11,0
0,haveconcession,fig,fig,35,9,24,6,11,17,0
0,haveconcession,'','',36,11,9,24,17,17,0
0,haveconcession,rid=,rid=,37,17,11,9,17,5,0
0,haveconcession,'','',38,17,17,11,5,40,0
0,haveconcession,fig2,fig2,39,5,17,17,40,40,0
0,haveconcession,'','',40,7,40,40,24,15,0
0,haveconcession,>,>,41,24,7,40,15,22,0
0,haveconcession,Figure,figure,42,15,24,7,22,31,0
0,haveconcession,2A,2a,43,22,15,24,31,9,0
0,haveconcession,<,<,44,31,22,15,9,16,0
0,haveconcession,/xref,/xref,45,9,31,22,16,11,0
0,haveconcession,>,>,46,16,9,31,11,9,0
0,haveconcession,),),47,11,16,9,9,16,0
0,haveconcession,.,.,48,9,11,16,16,11,0
0,possible,After,after,0,16,9,11,11,23,0
0,possible,normalisation,normalisation,1,11,16,9,23,16,0
0,possible,",",",",2,23,11,16,16,11,0
0,possible,we,we,3,16,23,11,11,9,0
0,possible,could,could,4,11,16,23,9,16,0
0,possible,analyse,analyse,5,9,11,16,16,5,0
0,possible,the,the,6,16,9,11,5,40,0
0,possible,kinase,kinase,7,5,16,9,40,40,0
0,possible,data,data,8,22,40,40,15,31,0
0,possible,and,and,9,15,22,40,31,12,0
0,possible,identify,identify,10,31,15,22,12,5,0
0,possible,nine,nine,11,12,31,15,5,40,0
0,possible,substrates,substrate,12,5,12,31,40,40,0
0,possible,that,that,13,24,40,40,9,16,0
0,possible,were,be,14,9,24,40,16,38,0
0,possible,significantly,significantly,15,16,9,24,38,32,0
0,possible,differentially,differentially,16,38,16,9,32,11,0
0,possible,phosphorylated,phosphorylated,17,32,38,16,11,16,0
0,possible,between,between,18,11,32,38,16,11,0
0,possible,primary,primary,19,16,11,32,11,9,0
0,possible,and,and,20,11,16,11,9,12,0
0,possible,metastatic,metastatic,21,9,11,16,12,16,0
0,possible,UM,um,22,12,9,11,16,11,0
0,possible,cell,cell,23,16,12,9,11,9,0
0,possible,lines,line,24,11,16,12,9,17,0
0,possible,(,(,25,9,11,16,17,17,0
0,possible,<,<,26,17,9,11,17,4,0
0,possible,xref,xref,27,17,17,9,4,7,0
0,possible,ref-type=,ref-type=,28,4,17,17,7,23,0
0,possible,'','',29,7,4,17,23,16,0
0,possible,fig,fig,30,23,7,4,16,38,0
0,possible,'','',31,16,23,7,38,32,0
0,possible,rid=,rid=,32,38,16,23,32,12,0
0,possible,'','',33,32,38,16,12,11,0
0,possible,fig2,fig2,34,12,32,38,11,9,0
0,possible,'','',35,11,12,32,9,12,0
0,possible,>,>,36,9,11,12,12,16,0
0,possible,Figure,figure,37,12,9,11,16,11,0
0,possible,2B,2b,38,16,12,9,11,9,0
0,possible,<,<,39,11,16,12,9,17,0
0,possible,/xref,/xref,40,9,11,16,17,17,0
0,possible,>,>,41,17,9,11,17,6,0
0,possible,",",",",42,17,17,9,6,6,0
0,possible,<,<,43,6,17,17,6,24,0
0,possible,xref,xref,44,6,6,17,24,9,0
0,possible,ref-type=,ref-type=,45,24,6,6,9,8,0
0,possible,'','',46,9,24,6,8,15,0
0,possible,table,table,47,8,9,24,15,31,0
0,possible,'','',48,15,8,9,31,12,0
0,possible,rid=,rid=,49,31,15,8,12,11,0
0,possible,'','',50,12,31,15,11,16,0
0,possible,tbl1,tbl1,51,11,12,31,16,7,0
0,possible,'','',52,16,11,12,7,16,0
0,possible,>,>,53,7,16,11,16,6,0
0,possible,Table,table,54,16,7,16,6,22,0
0,possible,1,1,55,6,16,7,22,15,0
0,possible,<,<,56,22,6,16,15,31,0
0,possible,/xref,/xref,57,15,22,6,31,12,0
0,possible,>,>,58,31,15,22,12,24,0
0,possible,),),59,12,31,15,24,9,0
0,possible,.,.,60,24,12,31,9,16,0
0,show,Primary,primary,0,9,24,12,16,5,0
0,show,UM,um,1,16,9,24,5,40,0
0,show,and,and,2,5,16,9,40,40,0
0,show,metastatic,metastatic,3,16,40,40,8,5,0
0,show,tissue,tissue,4,8,16,40,5,40,0
0,show,also,also,5,5,8,16,40,40,0
1,show,showed,show,6,39,40,40,8,36,0
0,show,differential,differential,7,8,39,40,36,29,0
0,show,phosphorylation,phosphorylation,8,36,8,39,29,31,0
0,show,of,of,9,29,36,8,31,9,0
0,show,these,these,10,31,29,36,9,16,0
0,show,nine,nine,11,9,31,29,16,4,0
0,show,peptides,peptide,12,16,9,31,4,22,0
0,show,",",",",13,4,16,9,22,36,0
0,show,although,although,14,22,4,16,36,19,0
0,show,not,not,15,36,22,4,19,9,0
0,show,as,a,16,19,36,22,9,24,0
0,show,clearly,clearly,17,9,19,36,24,11,0
0,show,as,a,18,24,9,19,11,9,0
0,show,observed,observe,19,11,24,9,9,16,0
0,show,in,in,20,9,11,24,16,5,0
0,show,the,the,21,16,9,11,5,40,0
0,show,cell,cell,22,5,16,9,40,40,0
0,show,lines,line,23,22,40,40,35,24,0
0,show,(,(,24,35,22,40,24,34,0
0,show,<,<,25,24,35,22,34,24,0
0,show,xref,xref,26,34,24,35,24,14,0
0,show,ref-type=,ref-type=,27,24,34,24,14,11,0
0,show,'','',28,14,24,34,11,38,0
0,show,fig,fig,29,11,14,24,38,22,0
0,show,'','',30,38,11,14,22,35,0
0,show,rid=,rid=,31,22,38,11,35,34,0
0,show,'','',32,35,22,38,34,22,0
0,show,fig2,fig2,33,34,35,22,22,11,0
0,show,'','',34,22,34,35,11,9,0
0,show,>,>,35,11,22,34,9,19,0
0,show,Figure,figure,36,9,11,22,19,5,0
0,show,2C,2c,37,19,9,11,5,40,0
0,show,<,<,38,5,19,9,40,40,0
0,show,/xref,/xref,39,7,40,40,22,35,0
0,show,>,>,40,22,7,40,35,11,0
0,show,),),41,35,22,7,11,22,0
0,show,.,.,42,11,35,22,22,35,0
0,protein,<,<,0,22,11,35,35,9,0
0,protein,sec-title,sec-title,1,35,22,11,9,16,0
0,protein,level=,level=,2,9,35,22,16,11,0
0,protein,'','',3,16,9,35,11,33,0
0,protein,2,2,4,11,16,9,33,9,0
0,protein,'','',5,33,11,16,9,12,0
0,protein,>,>,6,9,33,11,12,16,0
0,protein,Candidate,candidate,7,12,9,33,16,11,0
0,protein,kinase,kinase,8,16,12,9,11,23,0
0,protein,:,:,9,11,16,12,23,16,0
0,protein,Src,src,10,23,11,16,16,29,0
0,protein,<,<,11,16,23,11,29,9,0
0,protein,/sec-title,/sec-title,12,29,16,23,9,38,0
0,protein,>,>,13,9,29,16,38,35,0
0,identify,We,we,0,38,9,29,35,24,0
1,identify,identified,identify,1,35,38,9,24,31,0
0,identify,nine,nine,2,24,35,38,31,22,0
0,identify,peptides,peptide,3,31,24,35,22,5,0
0,identify,derived,derive,4,22,31,24,5,40,1
0,identify,from,from,5,5,22,31,40,40,0
0,identify,eight,eight,6,17,40,40,36,9,0
0,identify,proteins,protein,7,36,17,40,9,24,0
0,identify,that,that,8,9,36,17,24,12,0
0,identify,were,be,9,24,9,36,12,16,0
0,identify,differentially,differentially,10,12,24,9,16,11,0
0,identify,phosphorylated,phosphorylated,11,16,12,24,11,9,0
0,identify,between,between,12,11,16,12,9,17,0
0,identify,primary,primary,13,9,11,16,17,5,0
0,identify,and,and,14,17,9,11,5,40,0
0,identify,metastatic,metastatic,15,5,17,9,40,40,0
0,identify,cell,cell,16,11,40,40,9,8,0
0,identify,line,line,17,9,11,40,8,8,0
0,identify,lysates,lysates,18,8,9,11,8,19,0
0,identify,.,.,19,8,8,9,19,38,0
0,identify,On,on,0,19,8,8,38,19,0
0,identify,the,the,1,38,19,8,19,23,0
0,identify,basis,basis,2,19,38,19,23,16,0
0,identify,of,of,3,23,19,38,16,32,0
0,identify,a,a,4,16,23,19,32,9,0
0,identify,literature,literature,5,32,16,23,9,29,0
0,identify,search,search,6,9,32,16,29,31,0
0,identify,",",",",7,29,9,32,31,12,0
0,identify,we,we,8,31,29,9,12,7,0
1,identify,identified,identify,9,12,31,29,7,24,0
0,identify,candidate,candidate,10,7,12,31,24,32,0
0,identify,tyrosine,tyrosine,11,24,7,12,32,24,0
0,identify,kinases,kinase,12,32,24,7,24,4,0
0,identify,for,for,13,24,32,24,4,11,0
0,identify,eight,eight,14,4,24,32,11,22,0
0,identify,out,out,15,11,4,24,22,35,0
0,identify,of,of,16,22,11,4,35,11,0
0,identify,nine,nine,17,35,22,11,11,9,0
0,identify,peptides,peptide,18,11,35,22,9,12,0
0,identify,(,(,19,9,11,35,12,16,0
0,identify,<,<,20,12,9,11,16,16,0
0,identify,xref,xref,21,16,12,9,16,4,0
0,identify,ref-type=,ref-type=,22,16,16,12,4,22,0
0,identify,'','',23,4,16,16,22,15,0
0,identify,table,table,24,22,4,16,15,24,0
0,identify,'','',25,15,22,4,24,31,0
0,identify,rid=,rid=,26,24,15,22,31,34,0
0,identify,'','',27,31,24,15,34,11,0
0,identify,tbl1,tbl1,28,34,31,24,11,8,0
0,identify,'','',29,11,34,31,8,12,0
0,identify,>,>,30,8,11,34,12,16,0
0,identify,Table,table,31,12,8,11,16,16,0
0,identify,1,1,32,16,12,8,16,19,0
0,identify,<,<,33,16,16,12,19,24,0
0,identify,/xref,/xref,34,19,16,16,24,7,0
0,identify,>,>,35,24,19,16,7,12,0
0,identify,),),36,7,24,19,12,19,0
0,identify,(,(,37,12,7,24,19,12,0
0,identify,<,<,38,19,12,7,12,5,0
0,identify,xref,xref,39,12,19,12,5,40,0
0,identify,ref-type=,ref-type=,40,5,12,19,40,40,0
0,identify,'','',41,9,40,40,16,15,0
0,identify,other,other,42,16,9,40,15,31,0
0,identify,'','',43,15,16,9,31,34,0
0,identify,rid=,rid=,44,31,15,16,34,27,0
0,identify,'','',45,34,31,15,27,11,0
0,identify,bib5,bib5,46,27,34,31,11,9,0
0,identify,'','',47,11,27,34,9,12,0
0,identify,>,>,48,9,11,27,12,17,0
0,identify,Cooper,cooper,49,12,9,11,17,16,0
0,identify,<,<,50,17,12,9,16,5,0
0,identify,i,i,51,16,17,12,5,40,0
0,identify,>,>,52,5,16,17,40,40,0
0,identify,et,et,53,9,40,40,12,6,0
0,identify,al,al,54,12,9,40,6,19,0
0,identify,<,<,55,6,12,9,19,4,0
0,identify,/i,/i,56,19,6,12,4,29,0
0,identify,>,>,57,4,19,6,29,31,0
0,identify,",",",",58,29,4,19,31,12,0
0,identify,1983,1983,59,31,29,4,12,4,0
0,identify,<,<,60,12,31,29,4,15,0
0,identify,/xref,/xref,61,4,12,31,15,24,0
0,identify,>,>,62,15,4,12,24,31,0
0,identify,;,;,63,24,15,4,31,22,0
0,identify,<,<,64,31,24,15,22,39,0
0,identify,xref,xref,65,22,31,24,39,22,0
0,identify,ref-type=,ref-type=,66,39,22,31,22,35,0
0,identify,'','',67,22,39,22,35,22,0
0,identify,other,other,68,35,22,39,22,9,0
0,identify,'','',69,22,35,22,9,5,0
0,identify,rid=,rid=,70,9,22,35,5,40,0
0,identify,'','',71,5,9,22,40,40,0
0,identify,bib35,bib35,72,22,40,40,35,11,0
0,identify,'','',73,35,22,40,11,22,0
0,identify,>,>,74,11,35,22,22,35,0
0,identify,Thomas,thomas,75,22,11,35,35,9,0
0,identify,and,and,76,35,22,11,9,12,0
0,identify,Brugge,brugge,77,9,35,22,12,16,0
0,identify,",",",",78,12,9,35,16,11,0
0,identify,1997,1997,79,16,12,9,11,16,0
0,identify,<,<,80,11,16,12,16,5,0
0,identify,/xref,/xref,81,16,11,16,5,40,0
0,identify,>,>,82,5,16,11,40,40,0
0,identify,;,;,83,22,40,40,35,22,0
0,identify,<,<,84,35,22,40,22,24,0
0,identify,xref,xref,85,22,35,22,24,12,0
0,identify,ref-type=,ref-type=,86,24,22,35,12,11,0
0,identify,'','',87,12,24,22,11,9,0
0,identify,other,other,88,11,12,24,9,16,0
0,identify,'','',89,9,11,12,16,5,0
0,identify,rid=,rid=,90,16,9,11,5,40,0
0,identify,'','',91,5,16,9,40,40,0
0,identify,bib16,bib16,92,22,40,40,15,31,0
0,identify,'','',93,15,22,40,31,22,0
0,identify,>,>,94,31,15,22,22,4,0
0,identify,Koike,koike,95,22,31,15,4,24,0
0,identify,<,<,96,4,22,31,24,4,0
0,identify,i,i,97,24,4,22,4,29,0
0,identify,>,>,98,4,24,4,29,31,0
0,identify,et,et,99,29,4,24,31,23,0
0,identify,al,al,100,31,29,4,23,12,0
0,identify,<,<,101,23,31,29,12,19,0
0,identify,/i,/i,102,12,23,31,19,5,0
0,identify,>,>,103,19,12,23,5,40,0
0,identify,",",",",104,5,19,12,40,40,0
0,identify,2003,2003,105,22,40,40,35,19,0
0,identify,<,<,106,35,22,40,19,4,0
0,identify,/xref,/xref,107,19,35,22,4,7,0
0,identify,>,>,108,4,19,35,7,9,0
0,identify,;,;,109,7,4,19,9,15,0
0,identify,<,<,110,9,7,4,15,31,0
0,identify,xref,xref,111,15,9,7,31,22,0
0,identify,ref-type=,ref-type=,112,31,15,9,22,5,0
0,identify,'','',113,22,31,15,5,40,0
0,identify,other,other,114,5,22,31,40,40,0
0,identify,'','',115,7,40,40,35,24,0
0,identify,rid=,rid=,116,35,7,40,24,31,0
0,identify,'','',117,24,35,7,31,23,0
0,identify,bib8,bib8,118,31,24,35,23,16,0
0,identify,'','',119,23,31,24,16,11,0
0,identify,>,>,120,16,23,31,11,9,0
0,identify,Diella,diella,121,11,16,23,9,12,0
0,identify,<,<,122,9,11,16,12,16,0
0,identify,i,i,123,12,9,11,16,5,0
0,identify,>,>,124,16,12,9,5,40,0
0,identify,et,et,125,5,16,12,40,40,0
0,identify,al,al,126,22,40,40,36,12,0
0,identify,<,<,127,36,22,40,12,5,0
0,identify,/i,/i,128,12,36,22,5,40,0
0,identify,>,>,129,5,12,36,40,40,0
0,identify,",",",",130,22,40,40,35,4,0
0,identify,2004,2004,131,35,22,40,4,22,0
0,identify,<,<,132,4,35,22,22,35,0
0,identify,/xref,/xref,133,22,4,35,35,4,0
0,identify,>,>,134,35,22,4,4,16,0
0,identify,),),135,4,35,22,16,11,0
0,identify,.,.,136,16,4,35,11,22,0
0,prominent,Among,among,0,11,16,4,22,5,0
0,prominent,the,the,1,22,11,16,5,40,0
0,prominent,candidates,candidate,2,5,22,11,40,40,0
0,prominent,",",",",3,39,40,40,9,12,0
0,prominent,Src,src,4,9,39,40,12,16,0
0,prominent,and,and,5,12,9,39,16,34,0
0,prominent,Src,src,6,16,12,9,34,11,0
0,prominent,family,family,7,34,16,12,11,9,0
0,prominent,members,member,8,11,34,16,9,16,0
0,prominent,were,be,9,9,11,34,16,4,0
0,prominent,most,most,10,16,9,11,4,22,0
1,prominent,prominent,prominent,11,4,16,9,22,32,0
0,prominent,.,.,12,22,4,16,32,24,0
0,perform,To,to,0,32,22,4,24,24,0
0,perform,validate,validate,1,24,32,22,24,32,0
0,perform,the,the,2,24,24,32,32,24,0
0,perform,candidacy,candidacy,3,32,24,24,24,29,0
0,perform,of,of,4,24,32,24,29,31,0
0,perform,Src,src,5,29,24,32,31,9,0
0,perform,",",",",6,31,29,24,9,19,0
0,perform,we,we,7,9,31,29,19,5,0
1,perform,performed,perform,8,19,9,31,5,40,0
0,perform,<,<,9,5,19,9,40,40,0
0,perform,i,i,10,22,40,40,32,33,0
0,perform,>,>,11,32,22,40,33,29,0
0,perform,in,in,12,33,32,22,29,31,0
0,perform,vitro,vitro,13,29,33,32,31,12,0
0,perform,<,<,14,31,29,33,12,22,0
0,perform,/i,/i,15,12,31,29,22,32,0
0,perform,>,>,16,22,12,31,32,34,0
0,perform,inhibition,inhibition,17,32,22,12,34,29,0
0,perform,experiments,experiment,18,34,32,22,29,9,0
0,perform,with,with,19,29,34,32,9,12,0
0,perform,the,the,20,9,29,34,12,16,0
0,perform,Src-kinase-specific,src-kinase-specific,21,12,9,29,16,4,0
0,perform,inhibitors,inhibitor,22,16,12,9,4,39,0
0,perform,PP1,pp1,23,4,16,12,39,9,0
0,perform,and,and,24,39,4,16,9,16,0
0,perform,the,the,25,9,39,4,16,11,0
0,perform,PP1,pp1,26,16,9,39,11,16,0
0,perform,analogue,analogue,27,11,16,9,16,4,0
0,perform,",",",",28,16,11,16,4,9,0
0,perform,PP2,pp2,29,4,16,11,9,16,0
0,perform,.,.,30,9,4,16,16,11,0
0,and,We,we,0,16,9,4,11,9,0
0,and,added,add,1,11,16,9,9,16,1
0,and,PP1,pp1,2,9,11,16,16,4,0
1,and,and,and,3,16,9,11,4,34,0
0,and,PP2,pp2,4,4,16,9,34,11,0
0,and,(,(,5,34,4,16,11,9,0
0,and,10,10,6,11,34,4,9,16,0
0,and,<,<,7,9,11,34,16,5,0
0,and,i,i,8,16,9,11,5,40,0
0,and,>,>,9,5,16,9,40,40,0
0,and,μ,μ,10,40,40,40,12,16,0
0,and,<,<,11,12,41,40,16,4,0
0,and,/i,/i,12,16,12,41,4,41,0
0,and,>,>,13,4,16,12,41,32,0
0,and,<,<,14,40,4,16,32,9,0
0,and,sc,sc,15,32,41,4,9,12,0
0,and,>,>,16,9,32,41,12,16,0
0,and,M,m,17,12,9,32,16,24,0
0,and,<,<,18,16,12,9,24,5,0
0,and,/sc,/sc,19,24,16,12,5,40,0
0,and,>,>,20,5,24,16,40,40,0
0,and,),),21,40,40,40,12,16,0
0,and,to,to,22,12,41,40,16,4,0
0,and,lysates,lysates,23,16,12,41,4,41,0
0,and,of,of,24,4,16,12,41,32,0
0,and,primary,primary,25,40,4,16,32,9,0
0,and,UM,um,26,32,41,4,9,16,0
0,and,tissue,tissue,27,9,32,41,16,5,0
0,and,and,and,28,16,9,32,5,40,0
0,and,of,of,29,5,16,9,40,40,0
0,and,a,a,30,40,40,40,38,16,0
0,and,primary,primary,31,38,41,40,16,36,0
0,and,UM,um,32,16,38,41,36,9,0
0,and,cell,cell,33,36,16,38,9,11,0
0,and,line,line,34,9,36,16,11,37,0
0,and,and,and,35,11,9,36,37,22,0
0,and,measured,measure,36,37,11,9,22,35,0
0,and,the,the,37,22,37,11,35,34,0
0,and,inhibitory,inhibitory,38,35,22,37,34,27,0
0,and,effect,effect,39,34,35,22,27,5,0
0,and,of,of,40,27,34,35,5,41,0
0,and,these,these,41,5,27,34,41,32,0
0,and,Src,src,42,40,5,27,32,9,0
0,and,inhibitors,inhibitor,43,32,41,5,9,12,0
0,and,using,use,44,9,32,41,12,16,0
0,and,kinase,kinase,45,12,9,32,16,5,0
0,and,array,array,46,16,12,9,5,40,0
0,and,(,(,47,5,16,12,40,40,0
0,and,<,<,48,40,40,40,9,36,0
0,and,xref,xref,49,9,41,40,36,9,0
0,and,ref-type=,ref-type=,50,36,9,41,9,16,0
0,and,'','',51,9,36,9,16,6,0
0,and,fig,fig,52,16,9,36,6,9,0
0,and,'','',53,6,16,9,9,36,0
0,and,rid=,rid=,54,9,6,16,36,17,0
0,and,'','',55,36,9,6,17,4,0
0,and,fig3,fig3,56,17,36,9,4,41,0
0,and,'','',57,4,17,36,41,9,0
0,and,>,>,58,40,4,17,9,16,0
0,and,Figure,figure,59,9,41,4,16,32,0
0,and,3A,3a,60,16,9,41,32,5,0
0,and,<,<,61,32,16,9,5,40,0
0,and,/xref,/xref,62,5,32,16,40,40,0
0,and,>,>,63,40,40,40,16,5,0
0,and,),),64,16,41,40,5,40,0
0,and,.,.,65,5,16,41,40,40,0
0,display,A,a,0,24,40,40,10,35,0
0,display,total,total,1,10,24,40,35,9,0
0,display,of,of,2,35,10,24,9,19,0
0,display,seven,seven,3,9,35,10,19,11,0
0,display,out,out,4,19,9,35,11,9,0
0,display,of,of,5,11,19,9,9,17,0
0,display,nine,nine,6,9,11,19,17,5,0
0,display,substrates,substrate,7,17,9,11,5,41,0
0,display,that,that,8,5,17,9,41,40,0
0,display,identified,identify,9,40,5,17,40,40,0
0,display,Src,src,10,40,40,40,9,36,0
0,display,in,in,11,9,41,40,36,9,0
0,display,the,the,12,36,9,41,9,16,0
0,display,first,first,13,9,36,9,16,5,0
0,display,screen,screen,14,16,9,36,5,40,0
0,display,displayed,displayed,15,5,16,9,40,40,0
0,display,a,a,16,10,40,40,35,9,0
0,display,significantly,significantly,17,35,10,40,9,19,0
0,display,reduced,reduce,18,9,35,10,19,11,0
0,display,phosphorylation,phosphorylation,19,19,9,35,11,9,0
0,display,when,when,20,11,19,9,9,16,0
0,display,PP1,pp1,21,9,11,19,16,5,0
0,display,or,or,22,16,9,11,5,40,0
0,display,PP2,pp2,23,5,16,9,40,40,0
0,display,were,be,24,9,40,40,17,36,0
0,display,added,add,25,17,9,40,36,12,0
0,display,to,to,26,36,17,9,12,4,0
0,display,lysates,lysates,27,12,36,17,4,41,0
0,display,of,of,28,4,12,36,41,32,0
0,display,UM1,um1,29,40,4,12,32,9,0
0,display,and,and,30,32,41,4,9,16,0
0,display,Mel270,mel270,31,9,32,41,16,5,0
0,display,(,(,32,16,9,32,5,40,0
0,display,<,<,33,5,16,9,40,40,0
0,display,xref,xref,34,9,40,40,12,16,0
0,display,ref-type=,ref-type=,35,12,9,40,16,32,0
0,display,'','',36,16,12,9,32,24,0
0,display,fig,fig,37,32,16,12,24,11,0
0,display,'','',38,24,32,16,11,9,0
0,display,rid=,rid=,39,11,24,32,9,16,0
0,display,'','',40,9,11,24,16,4,0
0,display,fig3,fig3,41,16,9,11,4,7,0
0,display,'','',42,4,16,9,7,32,0
0,display,>,>,43,7,4,16,32,23,0
0,display,Figure,figure,44,32,7,4,23,19,0
0,display,3A,3a,45,23,32,7,19,11,0
0,display,<,<,46,19,23,32,11,9,0
0,display,/xref,/xref,47,11,19,23,9,16,0
0,display,>,>,48,9,11,19,16,5,0
0,display,),),49,16,9,11,5,40,0
0,display,.,.,50,5,16,9,40,40,0
0,contrast,The,the,0,40,40,40,22,35,0
0,contrast,PLCG1,plcg1,1,22,41,40,35,4,0
0,contrast,peptide,peptide,2,35,22,41,4,41,0
0,contrast,and,and,3,4,35,22,41,22,0
0,contrast,one,one,4,40,4,35,22,32,0
0,contrast,of,of,5,22,41,4,32,4,0
0,contrast,the,the,6,32,22,41,4,41,0
0,contrast,PAX1,pax1,7,4,32,22,41,11,0
0,contrast,(,(,8,40,4,32,11,9,0
0,contrast,Y31,y31,9,11,41,4,9,19,0
0,contrast,),),10,9,11,41,19,35,0
0,contrast,substrates,substrate,11,19,9,11,35,34,0
0,contrast,did,do,12,35,19,9,34,24,0
0,contrast,not,not,13,34,35,19,24,11,0
0,contrast,reach,reach,14,24,34,35,11,16,0
0,contrast,significance,significance,15,11,24,34,16,11,0
0,contrast,but,but,16,16,11,24,11,9,0
0,contrast,were,be,17,11,16,11,9,8,0
0,contrast,still,still,18,9,11,16,8,16,0
0,contrast,phosphorylated,phosphorylated,19,8,9,11,16,9,0
