word,normalized_words,focus,index,POS,-1POS,-2POS,+1POS,+2POS
you,you,0,10,PRP,CC,",",MD,VB
would,would,0,11,MD,PRP,CC,VB,DT
feel,feel,0,12,VB,MD,PRP,DT,NN
no,no,0,13,DT,VB,MD,NN,IN
need,need,0,14,NN,DT,VB,IN,NN
of,of,0,15,IN,NN,DT,NN,TO
anything,anything,0,16,NN,IN,NN,TO,VB
to,to,0,17,TO,NN,IN,VB,.
drink,drink,0,18,VB,TO,NN,.,N/A
.,.,0,19,.,VB,TO,N/A,N/A
``,``,0,0,``,N/A,N/A,WRB,VBP
Why,why,0,1,WRB,``,N/A,VBP,PRP
are,be,0,2,VBP,WRB,``,PRP,VBG
you,you,0,3,PRP,VBP,WRB,VBG,DT
selling,sell,0,4,VBG,PRP,VBP,DT,.
those,those,0,5,DT,VBG,PRP,.,``
?,?,0,6,.,DT,VBG,``,VBD
``,``,0,7,``,.,DT,VBD,DT
asked,ask,1,8,VBD,``,.,DT,JJ
the,the,0,9,DT,VBD,``,JJ,NN
little,little,0,10,JJ,DT,VBD,NN,.
prince,prince,0,11,NN,JJ,DT,.,N/A
.,.,0,12,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,IN,PRP
Because,because,0,1,IN,``,N/A,PRP,VBP
they,they,0,2,PRP,IN,``,VBP,DT
save,save,0,3,VBP,PRP,IN,DT,JJ
a,a,0,4,DT,VBP,PRP,JJ,NN
tremendous,tremendous,0,5,JJ,DT,VBP,NN,IN
amount,amount,0,6,NN,JJ,DT,IN,NN
of,of,0,7,IN,NN,JJ,NN,","
time,time,0,8,NN,IN,NN,",",``
",",",",0,9,",",NN,IN,``,VBD
``,``,0,10,``,",",NN,VBD,DT
said,say,1,11,VBD,``,",",DT,NN
the,the,0,12,DT,VBD,``,NN,.
merchant,merchant,0,13,NN,DT,VBD,.,N/A
.,.,0,14,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,NNS,VBP
Computations,computations,0,1,NNS,``,N/A,VBP,VBN
have,have,0,2,VBP,NNS,``,VBN,VBN
been,be,0,3,VBN,VBP,NNS,VBN,IN
made,make,1,4,VBN,VBN,VBP,IN,NNS
by,by,0,5,IN,VBN,VBN,NNS,.
experts,expert,0,6,NNS,IN,VBN,.,N/A
.,.,0,7,.,NNS,IN,N/A,N/A
With,with,0,0,IN,N/A,N/A,DT,NNS
these,these,0,1,DT,IN,N/A,NNS,","
pills,pill,0,2,NNS,DT,IN,",",PRP
",",",",0,3,",",NNS,DT,PRP,VBP
you,you,0,4,PRP,",",NNS,VBP,VBN
save,save,1,5,VBP,PRP,",",VBN,:
fifty,fifty,0,6,VBN,VBP,PRP,:,CD
-,-,0,7,:,VBN,VBP,CD,NNS
three,three,0,8,CD,:,VBN,NNS,IN
minutes,minute,0,9,NNS,CD,:,IN,DT
in,in,0,10,IN,NNS,CD,DT,NN
every,every,0,11,DT,IN,NNS,NN,.
week,week,0,12,NN,DT,IN,.,``
.,.,0,13,.,NN,DT,``,N/A
``,``,0,14,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,CC,WP
And,and,1,1,CC,``,N/A,WP,VBP
what,what,0,2,WP,CC,``,VBP,PRP
do,do,0,3,VBP,WP,CC,PRP,VB
I,i,0,4,PRP,VBP,WP,VB,IN
do,do,0,5,VB,PRP,VBP,IN,DT
with,with,0,6,IN,VB,PRP,DT,JJ
those,those,0,7,DT,IN,VB,JJ,:
fifty,fifty,0,8,JJ,DT,IN,:,CD
-,-,0,9,:,JJ,DT,CD,NNS
three,three,0,10,CD,:,JJ,NNS,.
minutes,minute,0,11,NNS,CD,:,.,``
?,?,0,12,.,NNS,CD,``,N/A
``,``,0,13,``,.,NNS,N/A,N/A
``,``,0,0,``,N/A,N/A,NN,PRP
Anything,anything,0,1,NN,``,N/A,PRP,IN
you,you,0,2,PRP,NN,``,IN,:
like,like,0,3,IN,PRP,NN,:,``
...,...,0,4,:,IN,PRP,``,N/A
``,``,0,5,``,:,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,IN,IN
As,as,0,1,IN,``,N/A,IN,PRP
for,for,0,2,IN,IN,``,PRP,","
me,me,0,3,PRP,IN,IN,",",``
",",",",0,4,",",PRP,IN,``,VBD
``,``,0,5,``,",",PRP,VBD,DT
said,say,1,6,VBD,``,",",DT,JJ
the,the,0,7,DT,VBD,``,JJ,NN
little,little,0,8,JJ,DT,VBD,NN,TO
prince,prince,0,9,NN,JJ,DT,TO,PRP
to,to,0,10,TO,NN,JJ,PRP,","
himself,himself,0,11,PRP,TO,NN,",",``
",",",",0,12,",",PRP,TO,``,IN
``,``,0,13,``,",",PRP,IN,PRP
if,if,0,14,IN,``,",",PRP,VBD
I,i,0,15,PRP,IN,``,VBD,VBN
had,have,0,16,VBD,PRP,IN,VBN,:
fifty,fifty,0,17,VBN,VBD,PRP,:,CD
-,-,0,18,:,VBN,VBD,CD,NNS
three,three,0,19,CD,:,VBN,NNS,TO
minutes,minute,0,20,NNS,CD,:,TO,VB
to,to,0,21,TO,NNS,CD,VB,IN
spend,spend,0,22,VB,TO,NNS,IN,PRP
as,a,0,23,IN,VB,TO,PRP,VBD
I,i,0,24,PRP,IN,VB,VBD,","
liked,like,0,25,VBD,PRP,IN,",",PRP
",",",",0,26,",",VBD,PRP,PRP,MD
I,i,0,27,PRP,",",VBD,MD,VB
should,should,0,28,MD,PRP,",",VB,IN
walk,walk,0,29,VB,MD,PRP,IN,PRP$
at,at,0,30,IN,VB,MD,PRP$,NN
my,my,0,31,PRP$,IN,VB,NN,IN
leisure,leisure,0,32,NN,PRP$,IN,IN,DT
toward,toward,0,33,IN,NN,PRP$,DT,NN
a,a,0,34,DT,IN,NN,NN,IN
spring,spring,0,35,NN,DT,IN,IN,JJ
of,of,0,36,IN,NN,DT,JJ,NN
fresh,fresh,0,37,JJ,IN,NN,NN,.
water,water,0,38,NN,JJ,IN,.,``
.,.,0,39,.,NN,JJ,``,N/A
``,``,0,40,``,.,NN,N/A,N/A
Chapter,chapter,1,0,NN,N/A,N/A,CD,.
24,24,0,1,CD,NN,N/A,.,N/A
.,.,0,2,.,CD,NN,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBD,RB
was,be,0,1,VBD,PRP,N/A,RB,DT
now,now,0,2,RB,VBD,PRP,DT,JJ
the,the,0,3,DT,RB,VBD,JJ,NN
eighth,eighth,0,4,JJ,DT,RB,NN,IN
day,day,0,5,NN,JJ,DT,IN,PRP
since,since,0,6,IN,NN,JJ,PRP,VBD
I,i,0,7,PRP,IN,NN,VBD,VBN
had,have,0,8,VBD,PRP,IN,VBN,PRP$
had,have,0,9,VBN,VBD,PRP,PRP$,NN
my,my,0,10,PRP$,VBN,VBD,NN,IN
accident,accident,0,11,NN,PRP$,VBN,IN,DT
in,in,0,12,IN,NN,PRP$,DT,NN
the,the,0,13,DT,IN,NN,NN,","
desert,desert,0,14,NN,DT,IN,",",CC
",",",",0,15,",",NN,DT,CC,PRP
and,and,1,16,CC,",",NN,PRP,VBD
I,i,0,17,PRP,CC,",",VBD,VBN
had,have,0,18,VBD,PRP,CC,VBN,TO
listened,listen,0,19,VBN,VBD,PRP,TO,DT
to,to,0,20,TO,VBN,VBD,DT,NN
the,the,0,21,DT,TO,VBN,NN,IN
story,story,0,22,NN,DT,TO,IN,DT
of,of,0,23,IN,NN,DT,DT,NN
the,the,0,24,DT,IN,NN,NN,IN
merchant,merchant,0,25,NN,DT,IN,IN,PRP
as,a,0,26,IN,NN,DT,PRP,VBD
I,i,0,27,PRP,IN,NN,VBD,VBG
was,be,0,28,VBD,PRP,IN,VBG,DT
drinking,drinking,0,29,VBG,VBD,PRP,DT,JJ
the,the,0,30,DT,VBG,VBD,JJ,NN
last,last,0,31,JJ,DT,VBG,NN,IN
drop,drop,0,32,NN,JJ,DT,IN,PRP$
of,of,0,33,IN,NN,JJ,PRP$,NN
my,my,0,34,PRP$,IN,NN,NN,NN
water,water,0,35,NN,PRP$,IN,NN,.
supply,supply,0,36,NN,NN,PRP$,.,N/A
.,.,0,37,.,NN,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,NNP,","
Ah,ah,1,1,NNP,``,N/A,",",``
",",",",0,2,",",NNP,``,``,N/A
``,``,0,3,``,",",NNP,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,TO
said,say,1,1,VBD,PRP,N/A,TO,DT
to,to,0,2,TO,VBD,PRP,DT,JJ
the,the,0,3,DT,TO,VBD,JJ,NN
little,little,0,4,JJ,DT,TO,NN,","
prince,prince,0,5,NN,JJ,DT,",",``
",",",",0,6,",",NN,JJ,``,DT
``,``,0,7,``,",",NN,DT,NNS
these,these,0,8,DT,``,",",NNS,IN
memories,memory,0,9,NNS,DT,``,IN,NNS
of,of,0,10,IN,NNS,DT,NNS,VBP
yours,yours,0,11,NNS,IN,NNS,VBP,RB
are,be,0,12,VBP,NNS,IN,RB,JJ
very,very,0,13,RB,VBP,NNS,JJ,:
charming,charm,0,14,JJ,RB,VBP,:,CC
;,;,0,15,:,JJ,RB,CC,PRP
but,but,0,16,CC,:,JJ,PRP,VBP
I,i,0,17,PRP,CC,:,VBP,RB
have,have,0,18,VBP,PRP,CC,RB,RB
not,not,0,19,RB,VBP,PRP,RB,VBN
yet,yet,0,20,RB,RB,VBP,VBN,IN
succeeded,succeed,0,21,VBN,RB,RB,IN,VBG
in,in,0,22,IN,VBN,RB,VBG,PRP$
repairing,repair,0,23,VBG,IN,VBN,PRP$,NN
my,my,0,24,PRP$,VBG,IN,NN,:
plane,plane,0,25,NN,PRP$,VBG,:,PRP
;,;,0,26,:,NN,PRP$,PRP,VBP
I,i,0,27,PRP,:,NN,VBP,NN
have,have,0,28,VBP,PRP,:,NN,JJR
nothing,nothing,0,29,NN,VBP,PRP,JJR,TO
more,more,0,30,JJR,NN,VBP,TO,VB
to,to,0,31,TO,JJR,NN,VB,:
drink,drink,0,32,VB,TO,JJR,:,CC
;,;,0,33,:,VB,TO,CC,PRP
and,and,0,34,CC,:,VB,PRP,","
I,i,0,35,PRP,CC,:,",",RB
",",",",0,36,",",PRP,CC,RB,","
too,too,0,37,RB,",",PRP,",",MD
",",",",0,38,",",RB,",",MD,VB
should,should,0,39,MD,",",RB,VB,RB
be,be,0,40,VB,MD,",",RB,JJ
very,very,0,41,RB,VB,MD,JJ,IN
happy,happy,0,42,JJ,RB,VB,IN,PRP
if,if,0,43,IN,JJ,RB,PRP,MD
I,i,0,44,PRP,IN,JJ,MD,VB
could,could,0,45,MD,PRP,IN,VB,IN
walk,walk,0,46,VB,MD,PRP,IN,PRP$
at,at,0,47,IN,VB,MD,PRP$,NN
my,my,0,48,PRP$,IN,VB,NN,IN
leisure,leisure,0,49,NN,PRP$,IN,IN,DT
toward,toward,0,50,IN,NN,PRP$,DT,NN
a,a,0,51,DT,IN,NN,NN,IN
spring,spring,0,52,NN,DT,IN,IN,JJ
of,of,0,53,IN,NN,DT,JJ,NN
fresh,fresh,0,54,JJ,IN,NN,NN,.
water,water,0,55,NN,JJ,IN,.,``
!,!,0,56,.,NN,JJ,``,N/A
``,``,0,57,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP$,NN
My,my,0,1,PRP$,``,N/A,NN,DT
friend,friend,0,2,NN,PRP$,``,DT,NN
the,the,0,3,DT,NN,PRP$,NN,:
fox,fox,0,4,NN,DT,NN,:,:
-,-,0,5,:,NN,DT,:,``
-,-,0,6,:,:,NN,``,DT
``,``,0,7,``,:,:,DT,JJ
the,the,0,8,DT,``,:,JJ,NN
little,little,0,9,JJ,DT,``,NN,VBD
prince,prince,0,10,NN,JJ,DT,VBD,TO
said,say,1,11,VBD,NN,JJ,TO,PRP
to,to,0,12,TO,VBD,NN,PRP,.
me,me,0,13,PRP,TO,VBD,.,N/A
.,.,0,14,.,PRP,TO,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP$,JJ
My,my,0,1,PRP$,``,N/A,JJ,JJ
dear,dear,0,2,JJ,PRP$,``,JJ,NN
little,little,0,3,JJ,JJ,PRP$,NN,","
man,man,0,4,NN,JJ,JJ,",",DT
",",",",0,5,",",NN,JJ,DT,VBZ
this,this,0,6,DT,",",NN,VBZ,RB
is,be,0,7,VBZ,DT,",",RB,RBR
no,no,0,8,RB,VBZ,DT,RBR,DT
longer,longer,0,9,RBR,RB,VBZ,DT,NN
a,a,0,10,DT,RBR,RB,NN,WDT
matter,matter,0,11,NN,DT,RBR,WDT,VBZ
that,that,0,12,WDT,NN,DT,VBZ,NN
has,have,0,13,VBZ,WDT,NN,NN,TO
anything,anything,0,14,NN,VBZ,WDT,TO,VB
to,to,0,15,TO,NN,VBZ,VB,IN
do,do,0,16,VB,TO,NN,IN,DT
with,with,0,17,IN,VB,TO,DT,NN
the,the,0,18,DT,IN,VB,NN,.
fox,fox,0,19,NN,DT,IN,.,``
!,!,0,20,.,NN,DT,``,N/A
``,``,0,21,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,WRB,RB
Why,why,0,1,WRB,``,N/A,RB,.
not,not,0,2,RB,WRB,``,.,``
?,?,0,3,.,RB,WRB,``,N/A
``,``,0,4,``,.,RB,N/A,N/A
``,``,0,0,``,N/A,N/A,IN,PRP
Because,because,0,1,IN,``,N/A,PRP,VBP
I,i,0,2,PRP,IN,``,VBP,IN
am,be,0,3,VBP,PRP,IN,IN,TO
about,about,0,4,IN,VBP,PRP,TO,VB
to,to,0,5,TO,IN,VBP,VB,IN
die,die,0,6,VB,TO,IN,IN,NN
of,of,0,7,IN,VB,TO,NN,:
thirst,thirst,0,8,NN,IN,VB,:,``
...,...,0,9,:,NN,IN,``,N/A
``,``,0,10,``,:,NN,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBD,RB
did,do,0,1,VBD,PRP,N/A,RB,VB
not,not,0,2,RB,VBD,PRP,VB,PRP$
follow,follow,0,3,VB,RB,VBD,PRP$,NN
my,my,0,4,PRP$,VB,RB,NN,","
reasoning,reason,0,5,NN,PRP$,VB,",",CC
",",",",0,6,",",NN,PRP$,CC,PRP
and,and,1,7,CC,",",NN,PRP,VBD
he,he,0,8,PRP,CC,",",VBD,PRP
answered,answer,0,9,VBD,PRP,CC,PRP,:
me,me,0,10,PRP,VBD,PRP,:,``
:,:,0,11,:,PRP,VBD,``,PRP
``,``,0,12,``,:,PRP,PRP,VBZ
It,it,0,13,PRP,``,:,VBZ,DT
is,be,0,14,VBZ,PRP,``,DT,JJ
a,a,0,15,DT,VBZ,PRP,JJ,NN
good,good,0,16,JJ,DT,VBZ,NN,TO
thing,thing,0,17,NN,JJ,DT,TO,VB
to,to,0,18,TO,NN,JJ,VB,VBN
have,have,0,19,VB,TO,NN,VBN,DT
had,have,0,20,VBN,VB,TO,DT,NN
a,a,0,21,DT,VBN,VB,NN,","
friend,friend,0,22,NN,DT,VBN,",",RB
",",",",0,23,",",NN,DT,RB,IN
even,even,0,24,RB,",",NN,IN,CD
if,if,0,25,IN,RB,",",CD,VBZ
one,one,0,26,CD,IN,RB,VBZ,IN
is,be,0,27,VBZ,CD,IN,IN,TO
about,about,0,28,IN,VBZ,CD,TO,VB
to,to,0,29,TO,IN,VBZ,VB,.
die,die,0,30,VB,TO,IN,.,N/A
.,.,0,31,.,VB,TO,N/A,N/A
I,i,0,0,PRP,N/A,N/A,",",IN
",",",",0,1,",",PRP,N/A,IN,NN
for,for,0,2,IN,",",PRP,NN,","
instance,instance,0,3,NN,IN,",",",",VBP
",",",",0,4,",",NN,IN,VBP,RB
am,be,0,5,VBP,",",NN,RB,JJ
very,very,0,6,RB,VBP,",",JJ,TO
glad,glad,1,7,JJ,RB,VBP,TO,VB
to,to,0,8,TO,JJ,RB,VB,VBN
have,have,0,9,VB,TO,JJ,VBN,DT
had,have,0,10,VBN,VB,TO,DT,NN
a,a,0,11,DT,VBN,VB,NN,IN
fox,fox,0,12,NN,DT,VBN,IN,DT
as,a,0,13,IN,NN,DT,DT,NN
a,a,0,14,DT,IN,NN,NN,:
friend,friend,0,15,NN,DT,IN,:,``
...,...,0,16,:,NN,DT,``,N/A
``,``,0,17,``,:,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBZ
He,he,0,1,PRP,``,N/A,VBZ,DT
has,have,0,2,VBZ,PRP,``,DT,NN
no,no,0,3,DT,VBZ,PRP,NN,IN
way,way,0,4,NN,DT,VBZ,IN,VBG
of,of,0,5,IN,NN,DT,VBG,DT
guessing,guess,0,6,VBG,IN,NN,DT,NN
the,the,0,7,DT,VBG,IN,NN,","
danger,danger,0,8,NN,DT,VBG,",",``
",",",",0,9,",",NN,DT,``,N/A
``,``,0,10,``,",",NN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,TO
said,say,1,1,VBD,PRP,N/A,TO,PRP
to,to,0,2,TO,VBD,PRP,PRP,.
myself,myself,0,3,PRP,TO,VBD,.,N/A
.,.,0,4,.,PRP,TO,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBZ
He,he,0,1,PRP,``,N/A,VBZ,RB
has,have,0,2,VBZ,PRP,``,RB,VBN
never,never,0,3,RB,VBZ,PRP,VBN,RB
been,be,0,4,VBN,RB,VBZ,RB,JJ
either,either,0,5,RB,VBN,RB,JJ,CC
hungry,hungry,0,6,JJ,RB,VBN,CC,JJ
or,or,0,7,CC,JJ,RB,JJ,.
thirsty,thirsty,0,8,JJ,CC,JJ,.,N/A
.,.,0,9,.,JJ,CC,N/A,N/A
A,a,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,VBZ
sunshine,sunshine,0,2,NN,JJ,DT,VBZ,DT
is,be,0,3,VBZ,NN,JJ,DT,PRP
all,all,0,4,DT,VBZ,NN,PRP,VBZ
he,he,0,5,PRP,DT,VBZ,VBZ,:
needs,need,1,6,VBZ,PRP,DT,:,``
...,...,0,7,:,VBZ,PRP,``,N/A
``,``,0,8,``,:,VBZ,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,VBD
he,he,0,1,PRP,CC,N/A,VBD,IN
looked,look,0,2,VBD,PRP,CC,IN,PRP
at,at,0,3,IN,VBD,PRP,PRP,RB
me,me,0,4,PRP,IN,VBD,RB,","
steadily,steadily,0,5,RB,PRP,IN,",",CC
",",",",0,6,",",RB,PRP,CC,VBD
and,and,0,7,CC,",",RB,VBD,TO
replied,reply,0,8,VBD,CC,",",TO,PRP$
to,to,0,9,TO,VBD,CC,PRP$,NN
my,my,0,10,PRP$,TO,VBD,NN,:
thought,thought,0,11,NN,PRP$,TO,:,``
:,:,0,12,:,NN,PRP$,``,PRP
``,``,0,13,``,:,NN,PRP,VBP
I,i,0,14,PRP,``,:,VBP,JJ
am,be,0,15,VBP,PRP,``,JJ,","
thirsty,thirsty,0,16,JJ,VBP,PRP,",",RB
",",",",0,17,",",JJ,VBP,RB,.
too,too,0,18,RB,",",JJ,.,N/A
.,.,0,19,.,RB,",",N/A,N/A
Let,let,0,0,VB,N/A,N/A,PRP,VB
us,u,0,1,PRP,VB,N/A,VB,IN
look,look,1,2,VB,PRP,VB,IN,DT
for,for,0,3,IN,VB,PRP,DT,NN
a,a,0,4,DT,IN,VB,NN,:
well,well,0,5,NN,DT,IN,:,``
...,...,0,6,:,NN,DT,``,N/A
``,``,0,7,``,:,NN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,DT
made,make,0,1,VBD,PRP,N/A,DT,NN
a,a,0,2,DT,VBD,PRP,NN,IN
gesture,gesture,1,3,NN,DT,VBD,IN,NN
of,of,0,4,IN,NN,DT,NN,.
weariness,weariness,0,5,NN,IN,NN,.,N/A
.,.,0,6,.,NN,IN,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBZ,JJ
is,be,0,1,VBZ,PRP,N/A,JJ,TO
absurd,absurd,1,2,JJ,VBZ,PRP,TO,VB
to,to,0,3,TO,JJ,VBZ,VB,IN
look,look,0,4,VB,TO,JJ,IN,DT
for,for,0,5,IN,VB,TO,DT,NN
a,a,0,6,DT,IN,VB,NN,","
well,well,0,7,NN,DT,IN,",",IN
",",",",0,8,",",NN,DT,IN,NN
at,at,0,9,IN,",",NN,NN,","
random,random,0,10,NN,IN,",",",",IN
",",",",0,11,",",NN,IN,IN,DT
in,in,0,12,IN,",",NN,DT,NN
the,the,0,13,DT,IN,",",NN,IN
immensity,immensity,0,14,NN,DT,IN,IN,DT
of,of,0,15,IN,NN,DT,DT,NN
the,the,0,16,DT,IN,NN,NN,.
desert,desert,0,17,NN,DT,IN,.,N/A
.,.,0,18,.,NN,DT,N/A,N/A
But,but,0,0,CC,N/A,N/A,IN,PRP
nevertheless,nevertheless,0,1,IN,CC,N/A,PRP,VBD
we,we,0,2,PRP,IN,CC,VBD,VBG
started,start,0,3,VBD,PRP,IN,VBG,.
walking,walk,0,4,VBG,VBD,PRP,.,N/A
.,.,0,5,.,VBG,VBD,N/A,N/A
When,when,0,0,WRB,N/A,N/A,PRP,VBD
we,we,0,1,PRP,WRB,N/A,VBD,VBN
had,have,0,2,VBD,PRP,WRB,VBN,RB
trudged,trudge,0,3,VBN,VBD,PRP,RB,IN
along,along,0,4,RB,VBN,VBD,IN,JJ
for,for,0,5,IN,RB,VBN,JJ,NNS
several,several,0,6,JJ,IN,RB,NNS,","
hours,hour,0,7,NNS,JJ,IN,",",IN
",",",",0,8,",",NNS,JJ,IN,NN
in,in,0,9,IN,",",NNS,NN,","
silence,silence,0,10,NN,IN,",",",",DT
",",",",0,11,",",NN,IN,DT,NN
the,the,0,12,DT,",",NN,NN,VBD
darkness,darkness,0,13,NN,DT,",",VBD,","
fell,fell,0,14,VBD,NN,DT,",",CC
",",",",0,15,",",VBD,NN,CC,DT
and,and,1,16,CC,",",VBD,DT,NNS
the,the,0,17,DT,CC,",",NNS,VBD
stars,star,0,18,NNS,DT,CC,VBD,TO
began,begin,0,19,VBD,NNS,DT,TO,VB
to,to,0,20,TO,VBD,NNS,VB,RP
come,come,0,21,VB,TO,VBD,RP,.
out,out,0,22,RP,VB,TO,.,N/A
.,.,0,23,.,RP,VB,N/A,N/A
Thirst,thirst,0,0,NNP,N/A,N/A,VBD,VBN
had,have,0,1,VBD,NNP,N/A,VBN,PRP
made,make,0,2,VBN,VBD,NNP,PRP,DT
me,me,0,3,PRP,VBN,VBD,DT,JJ
a,a,0,4,DT,PRP,VBN,JJ,JJ
little,little,0,5,JJ,DT,PRP,JJ,","
feverish,feverish,0,6,JJ,JJ,DT,",",CC
",",",",0,7,",",JJ,JJ,CC,PRP
and,and,1,8,CC,",",JJ,PRP,VBD
I,i,0,9,PRP,CC,",",VBD,IN
looked,look,0,10,VBD,PRP,CC,IN,PRP
at,at,0,11,IN,VBD,PRP,PRP,IN
them,them,0,12,PRP,IN,VBD,IN,IN
as,a,0,13,IN,PRP,IN,IN,PRP
if,if,0,14,IN,IN,PRP,PRP,VBD
I,i,0,15,PRP,IN,IN,VBD,IN
were,be,0,16,VBD,PRP,IN,IN,DT
in,in,0,17,IN,VBD,PRP,DT,NN
a,a,0,18,DT,IN,VBD,NN,.
dream,dream,0,19,NN,DT,IN,.,N/A
.,.,0,20,.,NN,DT,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,POS
prince,prince,0,2,NN,JJ,DT,POS,JJ
's,'s,0,3,POS,NN,JJ,JJ,NNS
last,last,0,4,JJ,POS,NN,NNS,VBD
words,word,0,5,NNS,JJ,POS,VBD,VBG
came,come,1,6,VBD,NNS,JJ,VBG,RB
reeling,reel,0,7,VBG,VBD,NNS,RB,IN
back,back,0,8,RB,VBG,VBD,IN,PRP$
into,into,0,9,IN,RB,VBG,PRP$,NN
my,my,0,10,PRP$,IN,RB,NN,:
memory,memory,0,11,NN,PRP$,IN,:,``
:,:,0,12,:,NN,PRP$,``,RB
``,``,0,13,``,:,NN,RB,PRP
Then,then,0,14,RB,``,:,PRP,VBP
you,you,0,15,PRP,RB,``,VBP,JJ
are,be,0,16,VBP,PRP,RB,JJ,","
thirsty,thirsty,0,17,JJ,VBP,PRP,",",RB
",",",",0,18,",",JJ,VBP,RB,.
too,too,0,19,RB,",",JJ,.,``
?,?,0,20,.,RB,",",``,N/A
``,``,0,21,``,.,RB,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,.
demanded,demand,1,1,VBD,PRP,N/A,.,N/A
.,.,0,2,.,VBD,PRP,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,VBD
he,he,0,1,PRP,CC,N/A,VBD,RB
did,do,0,2,VBD,PRP,CC,RB,VB
not,not,0,3,RB,VBD,PRP,VB,TO
reply,reply,0,4,VB,RB,VBD,TO,PRP$
to,to,0,5,TO,VB,RB,PRP$,NN
my,my,0,6,PRP$,TO,VB,NN,.
question,question,0,7,NN,PRP$,TO,.,N/A
.,.,0,8,.,NN,PRP$,N/A,N/A
He,he,0,0,PRP,N/A,N/A,RB,VBD
merely,merely,0,1,RB,PRP,N/A,VBD,TO
said,say,1,2,VBD,RB,PRP,TO,PRP
to,to,0,3,TO,VBD,RB,PRP,:
me,me,0,4,PRP,TO,VBD,:,``
:,:,0,5,:,PRP,TO,``,NNP
``,``,0,6,``,:,PRP,NNP,MD
Water,water,0,7,NNP,``,:,MD,RB
may,may,0,8,MD,NNP,``,RB,VB
also,also,0,9,RB,MD,NNP,VB,JJ
be,be,0,10,VB,RB,MD,JJ,IN
good,good,0,11,JJ,VB,RB,IN,DT
for,for,0,12,IN,JJ,VB,DT,NN
the,the,0,13,DT,IN,JJ,NN,:
heart,heart,0,14,NN,DT,IN,:,``
...,...,0,15,:,NN,DT,``,N/A
``,``,0,16,``,:,NN,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
did,do,0,1,VBD,PRP,N/A,RB,VB
not,not,0,2,RB,VBD,PRP,VB,DT
understand,understand,1,3,VB,RB,VBD,DT,NN
this,this,0,4,DT,VB,RB,NN,","
answer,answer,0,5,NN,DT,VB,",",CC
",",",",0,6,",",NN,DT,CC,PRP
but,but,0,7,CC,",",NN,PRP,VBD
I,i,0,8,PRP,CC,",",VBD,NN
said,say,0,9,VBD,PRP,CC,NN,.
nothing,nothing,0,10,NN,VBD,PRP,.,N/A
.,.,0,11,.,NN,VBD,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
knew,knew,0,1,VBD,PRP,N/A,RB,RB
very,very,0,2,RB,VBD,PRP,RB,IN
well,well,0,3,RB,RB,VBD,IN,PRP
that,that,0,4,IN,RB,RB,PRP,VBD
it,it,0,5,PRP,IN,RB,VBD,JJ
was,be,0,6,VBD,PRP,IN,JJ,TO
impossible,impossible,0,7,JJ,VBD,PRP,TO,VB
to,to,0,8,TO,JJ,VBD,VB,:
cross,cross,0,9,VB,TO,JJ,:,NN
-,-,0,10,:,VB,TO,NN,PRP
examine,examine,0,11,NN,:,VB,PRP,.
him,him,0,12,PRP,NN,:,.,N/A
.,.,0,13,.,PRP,NN,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBD,VBN
was,be,0,1,VBD,PRP,N/A,VBN,.
tired,tire,1,2,VBN,VBD,PRP,.,N/A
.,.,0,3,.,VBN,VBD,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBD,RB
sat,sat,0,1,VBD,PRP,N/A,RB,.
down,down,0,2,RB,VBD,PRP,.,N/A
.,.,0,3,.,RB,VBD,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBD,RB
sat,sat,0,1,VBD,PRP,N/A,RB,RB
down,down,0,2,RB,VBD,PRP,RB,PRP
beside,beside,0,3,RB,RB,VBD,PRP,.
him,him,0,4,PRP,RB,RB,.,N/A
.,.,0,5,.,PRP,RB,N/A,N/A
